id,name,type,start_time,finish_time,event_date,st_envelope
876,Education Centre Building,food_drink,17,19,"May 27, 2019",0103000020E610000001000000050000004D4E48C6C5835CC05B7DD00E138649404D4E48C6C5835CC045F7072527864940EEC96889BA835CC045F7072527864940EEC96889BA835CC05B7DD00E138649404D4E48C6C5835CC05B7DD00E13864940
855,Fairey Terrace,arts,17,19,"June 6, 2019",0103000020E6100000010000000500000070E93D3A9A835CC0E08849134A85494070E93D3A9A835CC003AA2457568549403BDF4F8D97835CC003AA2457568549403BDF4F8D97835CC0E08849134A85494070E93D3A9A835CC0E08849134A854940
881,First Street Plaza,arts,18,20,"June 10, 2019",0103000020E610000001000000050000000200B672E5835CC00CEFCDCA518649400200B672E5835CC001F4A0455B86494058891E9DDF835CC001F4A0455B86494058891E9DDF835CC00CEFCDCA518649400200B672E5835CC00CEFCDCA51864940
882,First Tower,food_drink,17,19,"May 10, 2019",0103000020E610000001000000050000003C8ED59CF2835CC0C115F5EE348649403C8ED59CF2835CC0C76E55C84B86494058868263E0835CC0C76E55C84B86494058868263E0835CC0C115F5EE348649403C8ED59CF2835CC0C115F5EE34864940
884,Fire Hall No. 1,sport_fitness,15,17,"June 20, 2019",0103000020E61000000100000005000000CB9E0436E7835CC00837BE9B13864940CB9E0436E7835CC0445E20521D86494028EBDC59E0835CC0445E20521D86494028EBDC59E0835CC00837BE9B13864940CB9E0436E7835CC00837BE9B13864940
928,Staples,music,10,12,"June 5, 2019",0103000020E61000000100000005000000B2FC5470D3855CC0B7A79A0FBE854940B2FC5470D3855CC02E3D9AEAC985494001E54A98C4855CC02E3D9AEAC985494001E54A98C4855CC0B7A79A0FBE854940B2FC5470D3855CC0B7A79A0FBE854940
1020,Stampede Corral,social,8,10,"June 15, 2019",0103000020E610000001000000050000004AB6BA9C92835CC0B7D5AC33BE8449404AB6BA9C92835CC0CAE2FE23D3844940E84427F073835CC0CAE2FE23D3844940E84427F073835CC0B7D5AC33BE8449404AB6BA9C92835CC0B7D5AC33BE844940
1027,Shell Centre,pets,15,17,"June 28, 2019",0103000020E6100000010000000500000098CF036990845CC0716193EB5C86494098CF036990845CC0A2B5A2CD71864940B8F1DD9C80845CC0A2B5A2CD71864940B8F1DD9C80845CC0716193EB5C86494098CF036990845CC0716193EB5C864940
1150,BP Centre,health_wellness,15,17,"June 25, 2019",0103000020E61000000100000005000000EDB8E17753845CC003907F0B57864940EDB8E17753845CC094066D286B86494066AABB0D45845CC094066D286B86494066AABB0D45845CC003907F0B57864940EDB8E17753845CC003907F0B57864940
1151,Calgary Chinese Cultural Centre,arts,14,16,"June 18, 2019",0103000020E61000000100000005000000737511F035845CC04583143C85864940737511F035845CC0AA6EE4709C8649402BE510CC2C845CC0AA6EE4709C8649402BE510CC2C845CC04583143C85864940737511F035845CC04583143C85864940
1152,Opulence Centre,dance,15,17,"June 22, 2019",0103000020E610000001000000050000005C3233D8F9835CC0D54EDE115F8649405C3233D8F9835CC01D8E53196B864940D1C0D9F7F2835CC01D8E53196B864940D1C0D9F7F2835CC0D54EDE115F8649405C3233D8F9835CC0D54EDE115F864940
1244,Trimac House,beliefs,14,16,"May 8, 2019",0103000020E6100000010000000500000025D4676215855CC0E92F4F424486494025D4676215855CC08ABAC5B24F8649403CDFAA460A855CC08ABAC5B24F8649403CDFAA460A855CC0E92F4F424486494025D4676215855CC0E92F4F4244864940
1267,Alberta Place,health_wellness,12,14,"June 8, 2019",0103000020E61000000100000005000000390CE6AF90845CC06B73AD07DD844940390CE6AF90845CC0CA6ABA9EE884494030760CD98A845CC0CA6ABA9EE884494030760CD98A845CC06B73AD07DD844940390CE6AF90845CC06B73AD07DD844940
1269,Boulevard Court,sport_fitness,9,11,"May 18, 2019",0103000020E610000001000000050000008BB443B2B6845CC0603C8386FE8449408BB443B2B6845CC05C1E6B4606854940F700DD97B3845CC05C1E6B4606854940F700DD97B3845CC0603C8386FE8449408BB443B2B6845CC0603C8386FE844940
1270,Hargrove House,outdoor_adventure,16,18,"June 21, 2019",0103000020E610000001000000050000008D086B08B3845CC05ADB6F48FE8449408D086B08B3845CC06FA9392F04854940D01A7222B0845CC06FA9392F04854940D01A7222B0845CC05ADB6F48FE8449408D086B08B3845CC05ADB6F48FE844940
1271,Hampton House,learning,18,20,"June 18, 2019",0103000020E61000000100000005000000650BF780AF845CC0E3344415FE844940650BF780AF845CC05739590F0485494025B20FB2AC845CC05739590F0485494025B20FB2AC845CC0E3344415FE844940650BF780AF845CC0E3344415FE844940
1273,Central Towers,sport_fitness,10,12,"May 19, 2019",0103000020E610000001000000050000007709980ABB845CC083FCC79D2D8549407709980ABB845CC0B06884C8338549404ADF5ADCB5845CC0B06884C8338549404ADF5ADCB5845CC083FCC79D2D8549407709980ABB845CC083FCC79D2D854940
1371,Ovation,food_drink,13,15,"May 3, 2019",0103000020E610000001000000050000005DAC037BA7845CC0C3B57F0AEC8449405DAC037BA7845CC0D0BAA184F4844940C46977FEA3845CC0D0BAA184F4844940C46977FEA3845CC0C3B57F0AEC8449405DAC037BA7845CC0C3B57F0AEC844940
1149,Devon Tower,beliefs,13,15,"May 16, 2019",0103000020E610000001000000050000005EEE38EA8D845CC03B01A83D808649405EEE38EA8D845CC07BD399208F86494088951B5682845CC07BD399208F86494088951B5682845CC03B01A83D808649405EEE38EA8D845CC03B01A83D80864940
1260,Sun Life Plaza West Tower,writing,17,19,"June 9, 2019",0103000020E610000001000000050000009246600729845CC09E12C605568649409246600729845CC04BD52C8661864940198B4BFA20845CC04BD52C8661864940198B4BFA20845CC09E12C605568649409246600729845CC09E12C60556864940
1261,Sun Life Plaza North Tower,learning,16,18,"May 14, 2019",0103000020E610000001000000050000005FA4068923845CC0D33C36B8638649405FA4068923845CC0FD82DDB06D864940B106DE7F1A845CC0FD82DDB06D864940B106DE7F1A845CC0D33C36B8638649405FA4068923845CC0D33C36B863864940
1262,Sun Life Plaza East Tower,beliefs,8,10,"June 9, 2019",0103000020E6100000010000000500000047E3F50519845CC0228150285586494047E3F50519845CC0BCE6FAE362864940D4B9A29410845CC0BCE6FAE362864940D4B9A29410845CC0228150285586494047E3F50519845CC02281502855864940
1263,International Hotel Calgary,health_wellness,15,17,"June 30, 2019",0103000020E610000001000000050000001880A1A245845CC0E428E55A598649401880A1A245845CC01DE736E15E86494039E2DA9A3E845CC01DE736E15E86494039E2DA9A3E845CC0E428E55A598649401880A1A245845CC0E428E55A59864940
1265,Garfield Manor,writing,17,19,"June 1, 2019",0103000020E6100000010000000500000066F7E461A1845CC0079B9548FD84494066F7E461A1845CC0B07E220505854940FCD9345B9E845CC0B07E220505854940FCD9345B9E845CC0079B9548FD84494066F7E461A1845CC0079B9548FD844940
1266,Kingston Tower,arts,12,14,"June 28, 2019",0103000020E61000000100000005000000461F98488E845CC0E5B67D8FFA844940461F98488E845CC06B6E3B230085494014F6A39787845CC06B6E3B230085494014F6A39787845CC0E5B67D8FFA844940461F98488E845CC0E5B67D8FFA844940
1219,Chartwell Eau Claire,social,9,11,"June 32, 2019",0103000020E610000001000000050000005A8B057415855CC0BA87DFA8708649405A8B057415855CC01A0F5B1F7B864940900B186E0A855CC01A0F5B1F7B864940900B186E0A855CC0BA87DFA8708649405A8B057415855CC0BA87DFA870864940
1220,Trinity Lutheran Church,outdoor_adventure,17,19,"May 7, 2019",0103000020E6100000010000000500000085926EF02A855CC063E476798486494085926EF02A855CC018D819958A864940C87663E627855CC018D819958A864940C87663E627855CC063E476798486494085926EF02A855CC063E4767984864940
1221,Sonoma Place,writing,15,17,"June 15, 2019",0103000020E61000000100000005000000B5EB94FD29855CC065AB26E373864940B5EB94FD29855CC0F1619BF97A8649404734266923855CC0F1619BF97A8649404734266923855CC065AB26E373864940B5EB94FD29855CC065AB26E373864940
1222,Livingston House,arts,12,14,"May 28, 2019",0103000020E6100000010000000500000042AB387A21855CC03084F7B07286494042AB387A21855CC06E556D927A864940E20CB4F116855CC06E556D927A864940E20CB4F116855CC03084F7B07286494042AB387A21855CC03084F7B072864940
1223,715 Fifth,sport_fitness,17,19,"June 1, 2019",0103000020E610000001000000050000009697FC4FFE845CC023788DA72F8649409697FC4FFE845CC0A6738FB63B864940B2C68FE7E9845CC0A6738FB63B864940B2C68FE7E9845CC023788DA72F8649409697FC4FFE845CC023788DA72F864940
1225,Five Harvest Plaza,music,13,15,"June 14, 2019",0103000020E610000001000000050000006240400812845CC02418BD09748649406240400812845CC0C45A7C0A808649406D697FB108845CC0C45A7C0A808649406D697FB108845CC02418BD09748649406240400812845CC02418BD0974864940
1245,Atrium One,pets,15,17,"June 17, 2019",0103000020E6100000010000000500000072D6F1A92D855CC0F29FC9593386494072D6F1A92D855CC03F468A123E8649404D36792524855CC03F468A123E8649404D36792524855CC0F29FC9593386494072D6F1A92D855CC0F29FC95933864940
1294,Kensington Manor,outdoor_adventure,11,13,"May 16, 2019",0103000020E610000001000000050000005BA5057987855CC0BAB59613FE8649405BA5057987855CC0FC6B1E2C088749407B4386FA82855CC0FC6B1E2C088749407B4386FA82855CC0BAB59613FE8649405BA5057987855CC0BAB59613FE864940
1297,Fifth Avenue Place - East,fashion_beauty,16,18,"June 20, 2019",0103000020E61000000100000005000000967032BB38845CC01D064E113B864940967032BB38845CC03D3723394F864940FFFA326230845CC03D3723394F864940FFFA326230845CC01D064E113B864940967032BB38845CC01D064E113B864940
1298,McFarlane Tower,beliefs,12,14,"June 8, 2019",0103000020E610000001000000050000007694394CEA845CC0161E8F74618649407694394CEA845CC0D4658C6A6C864940691F86B1E0845CC0D4658C6A6C864940691F86B1E0845CC0161E8F74618649407694394CEA845CC0161E8F7461864940
1299,Rocky Mountain Plaza,learning,18,20,"June 22, 2019",0103000020E610000001000000050000008A271653C4835CC084F57F0EF38549408A271653C4835CC0A2CFEC5FFE8549407D259012BB835CC0A2CFEC5FFE8549407D259012BB835CC084F57F0EF38549408A271653C4835CC084F57F0EF3854940
1300,The Standard Life Tower,dance,10,12,"May 28, 2019",0103000020E61000000100000005000000BF88111DDD845CC031EAFFC12C864940BF88111DDD845CC0F44421133A864940070D58CDCE845CC0F44421133A864940070D58CDCE845CC031EAFFC12C864940BF88111DDD845CC031EAFFC12C864940
1301,Fifth Avenue Place - West,learning,12,14,"May 6, 2019",0103000020E610000001000000050000001F35817D4F845CC0A163ACDB458649401F35817D4F845CC0CB8FAE885086494009B7C6B13F845CC0CB8FAE885086494009B7C6B13F845CC0A163ACDB458649401F35817D4F845CC0A163ACDB45864940
1302,Sundance Apartments,pets,13,15,"June 3, 2019",0103000020E61000000100000005000000E951A7F22C855CC018528F7E45864940E951A7F22C855CC04ECAEE13518649409BF39DA921855CC04ECAEE13518649409BF39DA921855CC018528F7E45864940E951A7F22C855CC018528F7E45864940
1333,Vantage Pointe,fashion_beauty,18,20,"May 28, 2019",0103000020E61000000100000005000000701173A48E855CC05017299485854940701173A48E855CC068D542249E8549400DBD6A0A89855CC068D542249E8549400DBD6A0A89855CC05017299485854940701173A48E855CC05017299485854940
1334,Rogers Calgary Data Centre 2,food_drink,17,19,"June 28, 2019",0103000020E61000000100000005000000B61B333FED855CC0ACAE9EEE97854940B61B333FED855CC07157AF22A3854940768E5C92DE855CC07157AF22A3854940768E5C92DE855CC0ACAE9EEE97854940B61B333FED855CC0ACAE9EEE97854940
1335,Braemar Place,fashion_beauty,12,14,"May 20, 2019",0103000020E61000000100000005000000404F0306C9845CC0CF09EB1049854940404F0306C9845CC05E57827B54854940D252793BC2845CC05E57827B54854940D252793BC2845CC0CF09EB1049854940404F0306C9845CC0CF09EB1049854940
1336,London House,tech,9,11,"May 9, 2019",0103000020E61000000100000005000000EBEAE97EA9845CC0F2214D614A864940EBEAE97EA9845CC0751D4F7056864940EE1692DD96845CC0751D4F7056864940EE1692DD96845CC0F2214D614A864940EBEAE97EA9845CC0F2214D614A864940
1337,ATCO Centre I,health_wellness,10,12,"June 2, 2019",0103000020E61000000100000005000000E98B738A44855CC080D18A146F854940E98B738A44855CC0FD0F559D7A8549408FF2DDF739855CC0FD0F559D7A8549408FF2DDF739855CC080D18A146F854940E98B738A44855CC080D18A146F854940
1338,Zedi,beliefs,13,15,"June 6, 2019",0103000020E610000001000000050000004FA26F1C42855CC0E2B5A6D4808549404FA26F1C42855CC0590927B38B854940F5EB980439855CC0590927B38B854940F5EB980439855CC0E2B5A6D4808549404FA26F1C42855CC0E2B5A6D480854940
1275,ASI National Block I,outdoor_adventure,12,14,"May 22, 2019",0103000020E6100000010000000500000092C8E30EC0845CC012B81A7EDC84494092C8E30EC0845CC054686A23E8844940187AC4E8B9845CC054686A23E8844940187AC4E8B9845CC012B81A7EDC84494092C8E30EC0845CC012B81A7EDC844940
1276,Central 15,fashion_beauty,17,19,"May 4, 2019",0103000020E61000000100000005000000AE4DBE3420845CC0D972D30BE3844940AE4DBE3420845CC0752CA51DED8449406D5BEF9213845CC0752CA51DED8449406D5BEF9213845CC0D972D30BE3844940AE4DBE3420845CC0D972D30BE3844940
1351,Royop Block,film,14,16,"May 6, 2019",0103000020E610000001000000050000007DF612190C855CC0C0A37CF77D8549407DF612190C855CC0C6DFF604898549405B74571B08855CC0C6DFF604898549405B74571B08855CC0C0A37CF77D8549407DF612190C855CC0C0A37CF77D854940
1352,Calgary House,dance,11,13,"May 12, 2019",0103000020E610000001000000050000001AD18778B5845CC04F7633A31F8649401AD18778B5845CC0D25DC8D92A864940791563AAAA845CC0D25DC8D92A864940791563AAAA845CC04F7633A31F8649401AD18778B5845CC04F7633A31F864940
1353,Heritage Place,health_wellness,9,11,"June 27, 2019",0103000020E610000001000000050000008F45E40522855CC0B330FAC0448649408F45E40522855CC06C2B51515086494031992A1815855CC06C2B51515086494031992A1815855CC0B330FAC0448649408F45E40522855CC0B330FAC044864940
1354,Edinburgh Place,beliefs,16,18,"June 30, 2019",0103000020E61000000100000005000000130B7C4537855CC0B093556C27864940130B7C4537855CC0C3AB9B41328649400927B38B33855CC0C3AB9B41328649400927B38B33855CC0B093556C27864940130B7C4537855CC0B093556C27864940
1355,Calgary Place Apartments - Indigo Lot 123,tech,13,15,"May 10, 2019",0103000020E610000001000000050000009A78077852855CC00D929966158649409A78077852855CC0542D33B62186494078E4599338855CC0542D33B62186494078E4599338855CC00D929966158649409A78077852855CC00D92996615864940
1356,Bow Valley Square 1,health_wellness,12,14,"May 7, 2019",0103000020E6100000010000000500000048FE60E039845CC05E3CCD131986494048FE60E039845CC05475EA2521864940B1CD7CBD31845CC05475EA2521864940B1CD7CBD31845CC05E3CCD131986494048FE60E039845CC05E3CCD1319864940
1357,Calgary Chamber of Commerce,outdoor_adventure,13,15,"May 17, 2019",0103000020E61000000100000005000000E0DA899210845CC0A165DD3F16864940E0DA899210845CC074A03D4D1C864940A2DB018D08845CC074A03D4D1C864940A2DB018D08845CC0A165DD3F16864940E0DA899210845CC0A165DD3F16864940
1369,Stock Exchange Tower,social,14,16,"May 18, 2019",0103000020E610000001000000050000001FA0FB7266845CC0719417F4398649401FA0FB7266845CC05927785446864940AF5DDA7058845CC05927785446864940AF5DDA7058845CC0719417F4398649401FA0FB7266845CC0719417F439864940
1370,Bow Valley Square 2,arts,17,19,"May 11, 2019",0103000020E61000000100000005000000DB6CACC43C845CC0686B8EBD28864940DB6CACC43C845CC04C39BAA530864940FFF7962831845CC04C39BAA530864940FFF7962831845CC0686B8EBD28864940DB6CACC43C845CC0686B8EBD28864940
1340,Petrowest Plaza,beliefs,18,20,"May 21, 2019",0103000020E61000000100000005000000D9CAF04435855CC0FBD1CB834F854940D9CAF04435855CC061167F805A8549405FAD7F7C2E855CC061167F805A8549405FAD7F7C2E855CC0FBD1CB834F854940D9CAF04435855CC0FBD1CB834F854940
1341,Dominion Place,music,11,13,"May 22, 2019",0103000020E6100000010000000500000065C405A051855CC0BC2EB2536285494065C405A051855CC0F763496F6E854940F4A0455B3A855CC0F763496F6E854940F4A0455B3A855CC0BC2EB2536285494065C405A051855CC0BC2EB25362854940
1342,Panorama Court,arts,13,15,"June 27, 2019",0103000020E61000000100000005000000C381902CE0845CC0D9BDCBFBEE844940C381902CE0845CC0C482B174F48449402E2F0ACCD4845CC0C482B174F48449402E2F0ACCD4845CC0D9BDCBFBEE844940C381902CE0845CC0D9BDCBFBEE844940
1347,The Palisades,tech,15,17,"May 23, 2019",0103000020E610000001000000050000008EBD288B8C845CC0992034CC1A8549408EBD288B8C845CC0967E1D93208549408E2A792B81845CC0967E1D93208549408E2A792B81845CC0992034CC1A8549408EBD288B8C845CC0992034CC1A854940
1343,The Kildare,dance,8,10,"May 20, 2019",0103000020E61000000100000005000000C80E852A10855CC028CF616303854940C80E852A10855CC08E75711B0D8549404DBA2D910B855CC08E75711B0D8549404DBA2D910B855CC028CF616303854940C80E852A10855CC028CF616303854940
1344,Best Western Plus,music,17,19,"June 15, 2019",0103000020E61000000100000005000000F0C16B9736855CC01E9E6F5523854940F0C16B9736855CC0C5330D2F2D8549400A2A4FC532855CC0C5330D2F2D8549400A2A4FC532855CC01E9E6F5523854940F0C16B9736855CC01E9E6F5523854940
1346,Park 300,food_drink,15,17,"June 24, 2019",0103000020E61000000100000005000000EE693D328C845CC0C0AA1F402B854940EE693D328C845CC08E565AEB308549405FD78A9180845CC08E565AEB308549405FD78A9180845CC0C0AA1F402B854940EE693D328C845CC0C0AA1F402B854940
1350,Alberta Corner,dance,14,16,"June 2, 2019",0103000020E6100000010000000500000098E19A9633855CC016E016878E85494098E19A9633855CC052770A5E99854940850BD4BD29855CC052770A5E99854940850BD4BD29855CC016E016878E85494098E19A9633855CC016E016878E854940
1348,Alberta Block,fashion_beauty,18,20,"May 8, 2019",0103000020E61000000100000005000000EEB5FBB039845CC082131B3DC8854940EEB5FBB039845CC02889DB57D48549409E149CB033845CC02889DB57D48549409E149CB033845CC082131B3DC8854940EEB5FBB039845CC082131B3DC8854940
1349,Asia Pacific Centre,pets,11,13,"May 22, 2019",0103000020E61000000100000005000000BDC85FB50D845CC087A81D5954864940BDC85FB50D845CC0E68585A4608649406193EB5C07845CC0E68585A4608649406193EB5C07845CC087A81D5954864940BDC85FB50D845CC087A81D5954864940
1424,City TV,learning,17,19,"June 13, 2019",0103000020E61000000100000005000000BA354470B7845CC01B7F47F9EE854940BA354470B7845CC09EDCA5C3F9854940B8AA9102B0845CC09EDCA5C3F9854940B8AA9102B0845CC01B7F47F9EE854940BA354470B7845CC01B7F47F9EE854940
1425,707 Fifth,fashion_beauty,16,18,"June 8, 2019",0103000020E61000000100000005000000DB0539DED3845CC0A995534CEF854940DB0539DED3845CC0B488CD6CFC854940B27D6DA2BB845CC0B488CD6CFC854940B27D6DA2BB845CC0A995534CEF854940DB0539DED3845CC0A995534CEF854940
1426,Five Ten Fifth,beliefs,10,12,"May 24, 2019",0103000020E61000000100000005000000865968E7B4845CC04227DFC72C864940865968E7B4845CC0D260095A37864940ACD16174AF845CC0D260095A37864940ACD16174AF845CC04227DFC72C864940865968E7B4845CC04227DFC72C864940
1443,First Baptist Church Christian Education Building,music,15,17,"May 20, 2019",0103000020E6100000010000000500000034411E0B9B845CC0D4A8763C1C85494034411E0B9B845CC0872E4DB6268549408FE046CA96845CC0872E4DB6268549408FE046CA96845CC0D4A8763C1C85494034411E0B9B845CC0D4A8763C1C854940
1423,Broadway Centre - West,food_drink,14,16,"May 4, 2019",0103000020E610000001000000050000004B8EE0EB90845CC01E7E48090B8549404B8EE0EB90845CC0C09E65CC138549406B9F8EC78C845CC0C09E65CC138549406B9F8EC78C845CC01E7E48090B8549404B8EE0EB90845CC01E7E48090B854940
1636,Sutton Place Apartments,sport_fitness,16,18,"June 13, 2019",0103000020E61000000100000005000000493206312B855CC0FFC4122054854940493206312B855CC0FC500E0B5A854940A062E64C24855CC0FC500E0B5A854940A062E64C24855CC0FFC4122054854940493206312B855CC0FFC4122054854940
1637,Stonehaven,writing,18,20,"May 8, 2019",0103000020E610000001000000050000007045BD3B0D855CC0EB2A93D04C8549407045BD3B0D855CC0DF43D323578549404C04053903855CC0DF43D323578549404C04053903855CC0EB2A93D04C8549407045BD3B0D855CC0EB2A93D04C854940
1639,Corner Block,music,14,16,"June 14, 2019",0103000020E610000001000000050000006E1A362534855CC01E5EC603808549406E1A362534855CC0958334BE8A854940A84B10BF2C855CC0958334BE8A854940A84B10BF2C855CC01E5EC603808549406E1A362534855CC01E5EC60380854940
