id,name,type,start_time,finish_time,event_date,st_envelope,date_number
627,RBC,social,16,18,"June 26, 2019",0103000020E6100000010000000500000008628F3F078B5CC0C3FF0C254982494008628F3F078B5CC09A61FE65528249404884EBF6FE8A5CC09A61FE65528249404884EBF6FE8A5CC0C3FF0C254982494008628F3F078B5CC0C3FF0C2549824940,57
610,Alberta Childrens's Hospital public parkade,beliefs,16,18,"June 31, 2019",0103000020E61000000100000005000000619E3AFB6F895CC03F30ECD56C894940619E3AFB6F895CC0920F30A99089494021EB048F4A895CC0920F30A99089494021EB048F4A895CC03F30ECD56C894940619E3AFB6F895CC03F30ECD56C894940,62
763,CMP Automotive,beliefs,13,15,"June 30, 2019",0103000020E6100000010000000500000079B29B19FD7E5CC0DF9BF05C2988494079B29B19FD7E5CC0B02193E755884940A8FC6B79E57E5CC0B02193E755884940A8FC6B79E57E5CC0DF9BF05C2988494079B29B19FD7E5CC0DF9BF05C29884940,61
902,A&W,social,12,14,"June 32, 2019",0103000020E6100000010000000500000016DFABB15F7F5CC035B6D782DE84494016DFABB15F7F5CC0791CAB39E5844940B30B06D75C7F5CC0791CAB39E5844940B30B06D75C7F5CC035B6D782DE84494016DFABB15F7F5CC035B6D782DE844940,63
937,Peters' Drive-In,beliefs,18,20,"June 28, 2019",0103000020E61000000100000005000000476B56C7BB835CC04BFECCC584884940476B56C7BB835CC0DEF3B2DC8888494067DE605EB6835CC0DEF3B2DC8888494067DE605EB6835CC04BFECCC584884940476B56C7BB835CC04BFECCC584884940,59
1020,Stampede Corral,social,8,10,"June 15, 2019",0103000020E610000001000000050000004AB6BA9C92835CC0B7D5AC33BE8449404AB6BA9C92835CC0CAE2FE23D3844940E84427F073835CC0CAE2FE23D3844940E84427F073835CC0B7D5AC33BE8449404AB6BA9C92835CC0B7D5AC33BE844940,46
1052,Abundant Life Church,social,14,16,"June 12, 2019",0103000020E61000000100000005000000774E0EFA2D8A5CC0EB9C55551E834940774E0EFA2D8A5CC097AAB4C53583494094B42CA9248A5CC097AAB4C53583494094B42CA9248A5CC0EB9C55551E834940774E0EFA2D8A5CC0EB9C55551E834940,43
1152,Opulence Centre,dance,15,17,"June 22, 2019",0103000020E610000001000000050000005C3233D8F9835CC0D54EDE115F8649405C3233D8F9835CC01D8E53196B864940D1C0D9F7F2835CC01D8E53196B864940D1C0D9F7F2835CC0D54EDE115F8649405C3233D8F9835CC0D54EDE115F864940,53
1266,Kingston Tower,arts,12,14,"June 28, 2019",0103000020E61000000100000005000000461F98488E845CC0E5B67D8FFA844940461F98488E845CC06B6E3B230085494014F6A39787845CC06B6E3B230085494014F6A39787845CC0E5B67D8FFA844940461F98488E845CC0E5B67D8FFA844940,59
1219,Chartwell Eau Claire,social,9,11,"June 32, 2019",0103000020E610000001000000050000005A8B057415855CC0BA87DFA8708649405A8B057415855CC01A0F5B1F7B864940900B186E0A855CC01A0F5B1F7B864940900B186E0A855CC0BA87DFA8708649405A8B057415855CC0BA87DFA870864940,63
1354,Edinburgh Place,beliefs,16,18,"June 30, 2019",0103000020E61000000100000005000000130B7C4537855CC0B093556C27864940130B7C4537855CC0C3AB9B41328649400927B38B33855CC0C3AB9B41328649400927B38B33855CC0B093556C27864940130B7C4537855CC0B093556C27864940,61
1557,Wesco (Permanently Closed),arts,18,20,"June 23, 2019",0103000020E610000001000000050000002D6BAC0ECA7F5CC068A6C52AEF8849402D6BAC0ECA7F5CC00DFCA886FD884940B9B0C975AE7F5CC00DFCA886FD884940B9B0C975AE7F5CC068A6C52AEF8849402D6BAC0ECA7F5CC068A6C52AEF884940,54
1508,Walmart Supercenter,beliefs,15,17,"June 19, 2019",0103000020E61000000100000005000000B0EE0EDF78825CC01F268689AB8D4940B0EE0EDF78825CC0D771570ADC8D494023939DC85D825CC0D771570ADC8D494023939DC85D825CC01F268689AB8D4940B0EE0EDF78825CC01F268689AB8D4940,50
2103,Sir Winston Churchill Aquatic & Recreation Centre,beliefs,8,10,"June 14, 2019",0103000020E61000000100000005000000A9E221E7D8885CC08EFE3CB25E8C4940A9E221E7D8885CC00432E0D16B8C49409D007965CD885CC00432E0D16B8C49409D007965CD885CC08EFE3CB25E8C4940A9E221E7D8885CC08EFE3CB25E8C4940,45
505,Kananaskis Hall,beliefs,17,19,"June 31, 2019",0103000020E61000000100000005000000C10F1835A9885CC0B7AC0CF49A894940C10F1835A9885CC095229E91AD894940BD27C57D9A885CC095229E91AD894940BD27C57D9A885CC0B7AC0CF49A894940C10F1835A9885CC0B7AC0CF49A894940,62
2253,Roslyn Building,arts,9,11,"June 29, 2019",0103000020E610000001000000050000007887CA7589845CC0B263C8563C8649407887CA7589845CC08E4EA786478649404DDFC6C180845CC08E4EA786478649404DDFC6C180845CC0B263C8563C8649407887CA7589845CC0B263C8563C864940,60
2259,Centrium Place,dance,18,20,"June 24, 2019",0103000020E610000001000000050000006114A9D57C845CC0C84274081C8649406114A9D57C845CC039B9DFA1288649400D3BE70272845CC039B9DFA1288649400D3BE70272845CC0C84274081C8649406114A9D57C845CC0C84274081C864940,55
2274,Bow Parkade - Impark Lot 232,dance,16,18,"June 19, 2019",0103000020E61000000100000005000000275591C055845CC06E10525CFA854940275591C055845CC0FCA2A943138649400BCF4BC546845CC0FCA2A943138649400BCF4BC546845CC06E10525CFA854940275591C055845CC06E10525CFA854940,50
2247,Calgary Place,social,11,13,"June 12, 2019",0103000020E6100000010000000500000008E9842B7B845CC06A1327F73B86494008E9842B7B845CC0DC508C87528649404C4E925360845CC0DC508C87528649404C4E925360845CC06A1327F73B86494008E9842B7B845CC06A1327F73B864940,43
2322,8 West,dance,15,17,"June 24, 2019",0103000020E6100000010000000500000086EFB3803F855CC0C1131F44D785494086EFB3803F855CC08CC11E6EE2854940BA21D79736855CC08CC11E6EE2854940BA21D79736855CC0C1131F44D785494086EFB3803F855CC0C1131F44D7854940,55
2323,First on Tenth,arts,16,18,"June 27, 2019",0103000020E61000000100000005000000CD9AB3991E845CC03B71395E81854940CD9AB3991E845CC0670B08AD87854940529CA38E0E845CC0670B08AD87854940529CA38E0E845CC03B71395E81854940CD9AB3991E845CC03B71395E81854940,58
2345,TransAlta Place II,beliefs,17,19,"June 30, 2019",0103000020E61000000100000005000000294014CC18845CC0539B937252854940294014CC18845CC0A1E52FE35C854940E69A5D5210845CC0A1E52FE35C854940E69A5D5210845CC0539B937252854940294014CC18845CC0539B937252854940,61
2312,Ford Tower,beliefs,18,20,"June 11, 2019",0103000020E610000001000000050000000EAB2E96D8845CC04BF03CA70F8649400EAB2E96D8845CC09F2523C21A864940A18092A7D1845CC09F2523C21A864940A18092A7D1845CC04BF03CA70F8649400EAB2E96D8845CC04BF03CA70F864940,42
2313,Britannia Building,beliefs,17,19,"June 22, 2019",0103000020E6100000010000000500000015A86A27EF845CC0A4A597BD1186494015A86A27EF845CC00F37F11F1C864940809D9B36E3845CC00F37F11F1C864940809D9B36E3845CC0A4A597BD1186494015A86A27EF845CC0A4A597BD11864940,53
2314,Lincoln Park Office Centre,beliefs,14,16,"June 12, 2019",0103000020E610000001000000050000000844E3E459885CC0E215D22BAF8049400844E3E459885CC060FEAFDFB88049406DA752584E885CC060FEAFDFB88049406DA752584E885CC0E215D22BAF8049400844E3E459885CC0E215D22BAF804940,43
2364,Southland Leisure Center,social,16,18,"June 19, 2019",0103000020E610000001000000050000003EBAC788FA865CC07AB9991B1D7B49403EBAC788FA865CC005E165E1467B494034BE2F2ED5865CC005E165E1467B494034BE2F2ED5865CC07AB9991B1D7B49403EBAC788FA865CC07AB9991B1D7B4940,50
2470,Clennan Square,beliefs,18,20,"June 22, 2019",0103000020E610000001000000050000004D08670124845CC0B905A62E748549404D08670124845CC0251301987C854940CB15399F15845CC0251301987C854940CB15399F15845CC0B905A62E748549404D08670124845CC0B905A62E74854940,53
2475,Centennial Parkade (CPA zone 9054),social,12,14,"June 22, 2019",0103000020E6100000010000000500000016C50666E0845CC0C6E63E94C385494016C50666E0845CC0E91B87B0D0854940167F25A1BE845CC0E91B87B0D0854940167F25A1BE845CC0C6E63E94C385494016C50666E0845CC0C6E63E94C3854940,53
2501,Uptown Place,social,12,14,"June 18, 2019",0103000020E610000001000000050000005382B4B574855CC02FA0BC34EA8449405382B4B574855CC0B52968A4EF844940CDC75AE86F855CC0B52968A4EF844940CDC75AE86F855CC02FA0BC34EA8449405382B4B574855CC02FA0BC34EA844940,49
2486,Gasoline Alley,social,14,16,"June 22, 2019",0103000020E610000001000000050000008C63C9C191865CC0C5FAAB6CC47D49408C63C9C191865CC001254FA3DA7D4940BA4269B97D865CC001254FA3DA7D4940BA4269B97D865CC0C5FAAB6CC47D49408C63C9C191865CC0C5FAAB6CC47D4940,53
2626,Jimmy Condon Building,arts,12,14,"June 11, 2019",0103000020E610000001000000050000000B557B2219865CC0D272A087DA8449400B557B2219865CC09908C0E4EB8449409D13D62112865CC09908C0E4EB8449409D13D62112865CC0D272A087DA8449400B557B2219865CC0D272A087DA844940,42
2636,Aull Block,dance,10,12,"June 20, 2019",0103000020E610000001000000050000006A3E9DE13C825CC0C4A92050478549406A3E9DE13C825CC021E868554B8549403C985EAC39825CC021E868554B8549403C985EAC39825CC0C4A92050478549406A3E9DE13C825CC0C4A9205047854940,51
2637,Burn Block,social,13,15,"June 13, 2019",0103000020E610000001000000050000001D684F1347825CC0EAB4C93C4D8549401D684F1347825CC03BE3FBE252854940D2DF4BE141825CC03BE3FBE252854940D2DF4BE141825CC0EAB4C93C4D8549401D684F1347825CC0EAB4C93C4D854940,44
2721,Boston Pizza,arts,9,11,"June 21, 2019",0103000020E6100000010000000500000024D0059A74875CC0215DC7139C88494024D0059A74875CC07023658BA4884940FDD8C9856F875CC07023658BA4884940FDD8C9856F875CC0215DC7139C88494024D0059A74875CC0215DC7139C884940,52
2723,Travelodge Calgary University,social,14,16,"June 21, 2019",0103000020E61000000100000005000000D66542DD51875CC0E3D98AA2AC884940D66542DD51875CC0F355F2B1BB8849408E791D7148875CC0F355F2B1BB8849408E791D7148875CC0E3D98AA2AC884940D66542DD51875CC0E3D98AA2AC884940,52
2783,Calgary Public Building,beliefs,11,13,"June 19, 2019",0103000020E610000001000000050000005FD9603CDE835CC025654117C38549405FD9603CDE835CC0BA5BA32FCE854940A0C211A4D2835CC0BA5BA32FCE854940A0C211A4D2835CC025654117C38549405FD9603CDE835CC025654117C3854940,50
2880,Calgary Co-op Macleod Trail,dance,14,16,"June 27, 2019",0103000020E61000000100000005000000D5FE733D76845CC0BD1F1219B17C4940D5FE733D76845CC09FDED627CA7C4940BA7BCA7B66845CC09FDED627CA7C4940BA7BCA7B66845CC0BD1F1219B17C4940D5FE733D76845CC0BD1F1219B17C4940,58
3038,Tower Chrysler,arts,16,18,"June 21, 2019",0103000020E6100000010000000500000013DD6921B7845CC0BF243A70737A494013DD6921B7845CC06A51FA9D817A494074FFA215A9845CC06A51FA9D817A494074FFA215A9845CC0BF243A70737A494013DD6921B7845CC0BF243A70737A4940,52
3223,Centre Street,beliefs,8,10,"June 18, 2019",0103000020E61000000100000005000000A0D7E95102845CC0033D79FDEE854940A0D7E95102845CC0427CBB80F2854940D175E107E7835CC0427CBB80F2854940D175E107E7835CC0033D79FDEE854940A0D7E95102845CC0033D79FDEE854940,49
3226,Aldred Centre,arts,18,20,"June 16, 2019",0103000020E61000000100000005000000349B6CA8BD855CC0CA1F67F569884940349B6CA8BD855CC013EDCFEA89884940CA3D135097855CC013EDCFEA89884940CA3D135097855CC0CA1F67F569884940349B6CA8BD855CC0CA1F67F569884940,47
3233,Centennial Place - West Tower,social,12,14,"June 17, 2019",0103000020E61000000100000005000000C324010FB1845CC07C2C7DE882864940C324010FB1845CC0C0E380029486494092EDD7F8A7845CC0C0E380029486494092EDD7F8A7845CC07C2C7DE882864940C324010FB1845CC07C2C7DE882864940,48
3271,Sunalta,social,13,15,"June 20, 2019",0103000020E610000001000000050000002B1213D470865CC0DCBD37E1B98549402B1213D470865CC0ECE86E8DBE854940DAA040E955865CC0ECE86E8DBE854940DAA040E955865CC0DCBD37E1B98549402B1213D470865CC0DCBD37E1B9854940,51
3299,8 Street SW,arts,14,16,"June 17, 2019",0103000020E6100000010000000500000054EB58002E855CC08F4A56EAFE85494054EB58002E855CC01C97715303864940BEF90D130D855CC01C97715303864940BEF90D130D855CC08F4A56EAFE85494054EB58002E855CC08F4A56EAFE854940,48
3285,45 Street,arts,15,17,"June 29, 2019",0103000020E61000000100000005000000DED0EF56F1895CC0A03EB8F1DD844940DED0EF56F1895CC0342669A3DF844940BF5A5AB2CF895CC0342669A3DF844940BF5A5AB2CF895CC0A03EB8F1DD844940DED0EF56F1895CC0A03EB8F1DD844940,60
3287,45 Street,beliefs,15,17,"June 22, 2019",0103000020E61000000100000005000000430C2A60F1895CC067A8401CDA844940430C2A60F1895CC09654B7C4DB8449404EFE38ABCF895CC09654B7C4DB8449404EFE38ABCF895CC067A8401CDA844940430C2A60F1895CC067A8401CDA844940,53
4536,Balbi & Company Legal Centre,social,18,20,"June 22, 2019",0103000020E6100000010000000500000094258458C7835CC01FFFBBF4E584494094258458C7835CC05F58A3C3E88449404EE152DFC3835CC05F58A3C3E88449404EE152DFC3835CC01FFFBBF4E584494094258458C7835CC01FFFBBF4E5844940,53
4751,Mount Royal Place,arts,17,19,"June 30, 2019",0103000020E61000000100000005000000496359D537855CC07F3F468A12854940496359D537855CC0CDE506431D8549404C39BAA530855CC0CDE506431D8549404C39BAA530855CC07F3F468A12854940496359D537855CC07F3F468A12854940,61
4753,Emerald Stone,dance,16,18,"June 17, 2019",0103000020E61000000100000005000000A207E34C38855CC09FFFC30204854940A207E34C38855CC039E16FC50F8549409BB1C3F32D855CC039E16FC50F8549409BB1C3F32D855CC09FFFC30204854940A207E34C38855CC09FFFC30204854940,48
4780,Webster House Fine Used Furnishings,beliefs,14,16,"June 23, 2019",0103000020E610000001000000050000006724E769E5865CC0825A67D7187E49406724E769E5865CC08D1656E01A7E49408C31B08EE3865CC08D1656E01A7E49408C31B08EE3865CC0825A67D7187E49406724E769E5865CC0825A67D7187E4940,54
5304,Boyce Theatre,beliefs,8,10,"June 17, 2019",0103000020E610000001000000050000004DA3247F8B835CC04D65F61ED38449404DA3247F8B835CC0B96C1915DD844940DF52CE177B835CC0B96C1915DD844940DF52CE177B835CC04D65F61ED38449404DA3247F8B835CC04D65F61ED3844940,48
5373,Cochrane Fire Hall,social,10,12,"June 14, 2019",0103000020E610000001000000050000005AB2CF08DB865CC0C0BB4B981F7E49405AB2CF08DB865CC0D7F7E120217E4940A367695DD9865CC0D7F7E120217E4940A367695DD9865CC0C0BB4B981F7E49405AB2CF08DB865CC0C0BB4B981F7E4940,45
5376,Gazebo,social,12,14,"June 22, 2019",0103000020E6100000010000000500000003C46EE9E2865CC0E67D7786047E494003C46EE9E2865CC01572A59E057E49402713B70AE2865CC01572A59E057E49402713B70AE2865CC0E67D7786047E494003C46EE9E2865CC0E67D7786047E4940,53
5390,Ticket and Information Booth,arts,15,17,"June 28, 2019",0103000020E61000000100000005000000FF34FFF9C7865CC09F2F078BD47D4940FF34FFF9C7865CC03F219628D67D49402F04EF9AC6865CC03F219628D67D49402F04EF9AC6865CC09F2F078BD47D4940FF34FFF9C7865CC09F2F078BD47D4940,59
5382,"T Flett, Blacksmith",beliefs,10,12,"June 15, 2019",0103000020E61000000100000005000000852C66DFF0865CC0C5A05DCF217E4940852C66DFF0865CC0AC240DC9247E494016C847E6EC865CC0AC240DC9247E494016C847E6EC865CC0C5A05DCF217E4940852C66DFF0865CC0C5A05DCF217E4940,46
5992,Boston Pizza,beliefs,17,19,"June 21, 2019",0103000020E610000001000000050000006ECACB50CB875CC0CADE52CE177B49406ECACB50CB875CC0672ECB321F7B49405AFC016AC5875CC0672ECB321F7B49405AFC016AC5875CC0CADE52CE177B49406ECACB50CB875CC0CADE52CE177B4940,52
6044,640 Fifth,arts,9,11,"June 15, 2019",0103000020E6100000010000000500000043458B22DA845CC0F6CFD3804186494043458B22DA845CC0A3DAF1704C864940A8BF03A8CE845CC0A3DAF1704C864940A8BF03A8CE845CC0F6CFD3804186494043458B22DA845CC0F6CFD38041864940,46
1151,Calgary Chinese Cultural Centre,arts,14,16,"June 18, 2019",0103000020E61000000100000005000000737511F035845CC04583143C85864940737511F035845CC0AA6EE4709C8649402BE510CC2C845CC0AA6EE4709C8649402BE510CC2C845CC04583143C85864940737511F035845CC04583143C85864940,49
5977,Wendy's,beliefs,18,20,"June 19, 2019",0103000020E6100000010000000500000034A891F103895CC0D03B5FFDE984494034A891F103895CC0442C071FEF8449408FEB9568FF885CC0442C071FEF8449408FEB9568FF885CC0D03B5FFDE984494034A891F103895CC0D03B5FFDE9844940,50
6083,Washroom Valleyview Park,social,18,20,"June 23, 2019",0103000020E610000001000000050000001478279F9E7F5CC0EEB3CA4C698349401478279F9E7F5CC0873E0E396C83494045EE8E319C7F5CC0873E0E396C83494045EE8E319C7F5CC0EEB3CA4C698349401478279F9E7F5CC0EEB3CA4C69834940,54
6096,Stratton Oaks,arts,17,19,"June 11, 2019",0103000020E610000001000000050000003263C0481E855CC0CD678A4A348549403263C0481E855CC07280AA1B39854940C4639A4418855CC07280AA1B39854940C4639A4418855CC0CD678A4A348549403263C0481E855CC0CD678A4A34854940,42
6240,Dairy Queen,dance,13,15,"June 24, 2019",0103000020E610000001000000050000000F5AB4A5B38A5CC0FB4EDDA6898949400F5AB4A5B38A5CC0EC88433690894940B9DEDB99AE8A5CC0EC88433690894940B9DEDB99AE8A5CC0FB4EDDA6898949400F5AB4A5B38A5CC0FB4EDDA689894940,55
6243,Husky,social,12,14,"June 32, 2019",0103000020E6100000010000000500000052D735B5478A5CC0D82379533689494052D735B5478A5CC01DD83BED3A894940B41F2922438A5CC01DD83BED3A894940B41F2922438A5CC0D82379533689494052D735B5478A5CC0D823795336894940,63
6262,Venator Building,arts,14,16,"June 20, 2019",0103000020E61000000100000005000000A3ACDF4C4C845CC072F49D04DB854940A3ACDF4C4C845CC0D7A8E221E7854940658D7A8846845CC0D7A8E221E7854940658D7A8846845CC072F49D04DB854940A3ACDF4C4C845CC072F49D04DB854940,51
6282,Calgary Drop-In & Rehab Centre,beliefs,17,19,"June 30, 2019",0103000020E61000000100000005000000088AC4A97B835CC0BEFD14223B864940088AC4A97B835CC0A17D5127458649400747246566835CC0A17D5127458649400747246566835CC0BEFD14223B864940088AC4A97B835CC0BEFD14223B864940,61
6342,Calgary Canadian Irish Athletic Club,social,16,18,"June 22, 2019",0103000020E6100000010000000500000006FC7502F5805CC099CD2DBEB28B494006FC7502F5805CC05A0D2EC2B98B49402B85402EF1805CC05A0D2EC2B98B49402B85402EF1805CC099CD2DBEB28B494006FC7502F5805CC099CD2DBEB28B4940,53
6407,106A 10 Street NW,beliefs,16,18,"June 17, 2019",0103000020E61000000100000005000000C04AF4E87C855CC03F822C55B3864940C04AF4E87C855CC086425FD5B4864940453BB88578855CC086425FD5B4864940453BB88578855CC03F822C55B3864940C04AF4E87C855CC03F822C55B3864940,48
6539,Fountain Tire,social,11,13,"June 31, 2019",0103000020E61000000100000005000000D56C2FB319895CC0354069A8518C4940D56C2FB319895CC0FD8A9015578C494045B7031A11895CC0FD8A9015578C494045B7031A11895CC0354069A8518C4940D56C2FB319895CC0354069A8518C4940,62
6589,East Calgary Health Centre,dance,14,16,"June 11, 2019",0103000020E610000001000000050000009ED32CD0EE7D5CC07D11233ABA8549409ED32CD0EE7D5CC0E9465854C4854940E774B405DF7D5CC0E9465854C4854940E774B405DF7D5CC07D11233ABA8549409ED32CD0EE7D5CC07D11233ABA854940,42
6634,Wendy's,social,10,12,"June 21, 2019",0103000020E610000001000000050000008CAD56DCEE7F5CC0CF55A98F768A49408CAD56DCEE7F5CC0848BCBA77D8A49404683CAAEEA7F5CC0848BCBA77D8A49404683CAAEEA7F5CC0CF55A98F768A49408CAD56DCEE7F5CC0CF55A98F768A4940,52
6916,Janice McTighe Centre,beliefs,16,18,"June 32, 2019",0103000020E6100000010000000500000003F6871C91805CC0431A1538D988494003F6871C91805CC07B93F0CEEB884940878C47A984805CC07B93F0CEEB884940878C47A984805CC0431A1538D988494003F6871C91805CC0431A1538D9884940,63
7243,No Frills,arts,11,13,"June 25, 2019",0103000020E61000000100000005000000F142DF82117E5CC027C11BD2A8844940F142DF82117E5CC0560042DAB58449401C2444F9027E5CC0560042DAB58449401C2444F9027E5CC027C11BD2A8844940F142DF82117E5CC027C11BD2A8844940,56
7365,Royal View Apartment,social,10,12,"June 16, 2019",0103000020E6100000010000000500000096C50E74FE855CC019E9A0A6F184494096C50E74FE855CC02ECBD765F8844940051E73F9EA855CC02ECBD765F8844940051E73F9EA855CC019E9A0A6F184494096C50E74FE855CC019E9A0A6F1844940,47
7371,Brenton Manor,arts,11,13,"June 18, 2019",0103000020E61000000100000005000000447463D5FB855CC03DDD2F551F854940447463D5FB855CC07B5281EE268549400494E1D3F7855CC07B5281EE268549400494E1D3F7855CC03DDD2F551F854940447463D5FB855CC03DDD2F551F854940,49
7411,Centennial House,social,14,16,"June 25, 2019",0103000020E6100000010000000500000087EA9C5555855CC0DFB4CF190785494087EA9C5555855CC0293A37120D8549409C5901744E855CC0293A37120D8549409C5901744E855CC0DFB4CF190785494087EA9C5555855CC0DFB4CF1907854940,56
7420,Hardwood House,arts,14,16,"June 16, 2019",0103000020E6100000010000000500000067A9ABF188855CC0951007640A85494067A9ABF188855CC0D44911740F8549401000C1C183855CC0D44911740F8549401000C1C183855CC0951007640A85494067A9ABF188855CC0951007640A854940,47
7440,Holiday Inn Express Calgary,arts,8,10,"June 22, 2019",0103000020E610000001000000050000003FF1AD5978855CC0C33FB676EC8549403FF1AD5978855CC0C90567F0F78549407BA4C16D6D855CC0C90567F0F78549407BA4C16D6D855CC0C33FB676EC8549403FF1AD5978855CC0C33FB676EC854940,53
7458,Fire Station 2 (Beltline),beliefs,11,13,"June 20, 2019",0103000020E610000001000000050000007D40A03369855CC02F06C545A48549407D40A03369855CC054612294AD854940B0B4424761855CC054612294AD854940B0B4424761855CC02F06C545A48549407D40A03369855CC02F06C545A4854940,51
7659,North Hill Bottle Depot,beliefs,8,10,"June 13, 2019",0103000020E61000000100000005000000ACE122F774835CC03EDBB463348B4940ACE122F774835CC0D188E30A398B494055EDE41D71835CC0D188E30A398B494055EDE41D71835CC03EDBB463348B4940ACE122F774835CC03EDBB463348B4940,44
7693,Daniels Auto Sales,dance,13,15,"June 18, 2019",0103000020E61000000100000005000000AB54F59782835CC0C9E2A36A608B4940AB54F59782835CC0602D2DD9678B4940E4761ECB71835CC0602D2DD9678B4940E4761ECB71835CC0C9E2A36A608B4940AB54F59782835CC0C9E2A36A608B4940,49
7728,"Uncle Moe's Donair, Chicken, Falafel Inc",arts,8,10,"June 15, 2019",0103000020E6100000010000000500000091D442C964835CC0AD1809C8F28B494091D442C964835CC02909E46D008C49409A057F645F835CC02909E46D008C49409A057F645F835CC0AD1809C8F28B494091D442C964835CC0AD1809C8F28B4940,46
7749,A2,beliefs,17,19,"June 22, 2019",0103000020E610000001000000050000009B9141EEA2875CC08E61A989998249409B9141EEA2875CC04EF79562A282494007962364A0875CC04EF79562A282494007962364A0875CC08E61A989998249409B9141EEA2875CC08E61A98999824940,53
7789,Kilian International Design,arts,11,13,"June 15, 2019",0103000020E61000000100000005000000534953F38B855CC0DB1324B6BB864940534953F38B855CC0204CE548C28649405A29047289855CC0204CE548C28649405A29047289855CC0DB1324B6BB864940534953F38B855CC0DB1324B6BB864940,46
8097,Bow Claire Apartments,dance,12,14,"June 11, 2019",0103000020E6100000010000000500000074DEB53AEF845CC0769E1D15A486494074DEB53AEF845CC0FBBF3456AC864940121DB8B9E7845CC0FBBF3456AC864940121DB8B9E7845CC0769E1D15A486494074DEB53AEF845CC0769E1D15A4864940,42
8010,Mayfair Care Centre,arts,17,19,"June 21, 2019",0103000020E61000000100000005000000ECCA1DEC03865CC0F15E5A796E7D4940ECCA1DEC03865CC01C52561D837D4940CF66D5E7EA855CC01C52561D837D4940CF66D5E7EA855CC0F15E5A796E7D4940ECCA1DEC03865CC0F15E5A796E7D4940,52
7959,Stan Grad Centre,dance,11,13,"June 27, 2019",0103000020E61000000100000005000000A82C5448C3855CC0FA8B8F053B884940A82C5448C3855CC0BA1050864F8849409188DF03AA855CC0BA1050864F8849409188DF03AA855CC0FA8B8F053B884940A82C5448C3855CC0FA8B8F053B884940,58
8148,Carriage Shed,arts,17,19,"June 21, 2019",0103000020E610000001000000050000003C5FFDE9D0865CC08A0FA26B157E49403C5FFDE9D0865CC036954561177E49408470BB86CF865CC036954561177E49408470BB86CF865CC08A0FA26B157E49403C5FFDE9D0865CC08A0FA26B157E4940,52
