id,name,type,start_time,finish_time,event_date,st_envelope,date_number
7411,Centennial House,social,14,16,"June 25, 2019",0103000020E6100000010000000500000087EA9C5555855CC0DFB4CF190785494087EA9C5555855CC0293A37120D8549409C5901744E855CC0293A37120D8549409C5901744E855CC0DFB4CF190785494087EA9C5555855CC0DFB4CF1907854940,56
7420,Hardwood House,arts,14,16,"June 16, 2019",0103000020E6100000010000000500000067A9ABF188855CC0951007640A85494067A9ABF188855CC0D44911740F8549401000C1C183855CC0D44911740F8549401000C1C183855CC0951007640A85494067A9ABF188855CC0951007640A854940,47
7440,Holiday Inn Express Calgary,arts,8,10,"June 22, 2019",0103000020E610000001000000050000003FF1AD5978855CC0C33FB676EC8549403FF1AD5978855CC0C90567F0F78549407BA4C16D6D855CC0C90567F0F78549407BA4C16D6D855CC0C33FB676EC8549403FF1AD5978855CC0C33FB676EC854940,53
7458,Fire Station 2 (Beltline),beliefs,11,13,"June 20, 2019",0103000020E610000001000000050000007D40A03369855CC02F06C545A48549407D40A03369855CC054612294AD854940B0B4424761855CC054612294AD854940B0B4424761855CC02F06C545A48549407D40A03369855CC02F06C545A4854940,51
7659,North Hill Bottle Depot,beliefs,8,10,"June 13, 2019",0103000020E61000000100000005000000ACE122F774835CC03EDBB463348B4940ACE122F774835CC0D188E30A398B494055EDE41D71835CC0D188E30A398B494055EDE41D71835CC03EDBB463348B4940ACE122F774835CC03EDBB463348B4940,44
7693,Daniels Auto Sales,dance,13,15,"June 18, 2019",0103000020E61000000100000005000000AB54F59782835CC0C9E2A36A608B4940AB54F59782835CC0602D2DD9678B4940E4761ECB71835CC0602D2DD9678B4940E4761ECB71835CC0C9E2A36A608B4940AB54F59782835CC0C9E2A36A608B4940,49
7728,"Uncle Moe's Donair, Chicken, Falafel Inc",arts,8,10,"June 15, 2019",0103000020E6100000010000000500000091D442C964835CC0AD1809C8F28B494091D442C964835CC02909E46D008C49409A057F645F835CC02909E46D008C49409A057F645F835CC0AD1809C8F28B494091D442C964835CC0AD1809C8F28B4940,46
7789,Kilian International Design,arts,11,13,"June 15, 2019",0103000020E61000000100000005000000534953F38B855CC0DB1324B6BB864940534953F38B855CC0204CE548C28649405A29047289855CC0204CE548C28649405A29047289855CC0DB1324B6BB864940534953F38B855CC0DB1324B6BB864940,46
8097,Bow Claire Apartments,dance,12,14,"June 11, 2019",0103000020E6100000010000000500000074DEB53AEF845CC0769E1D15A486494074DEB53AEF845CC0FBBF3456AC864940121DB8B9E7845CC0FBBF3456AC864940121DB8B9E7845CC0769E1D15A486494074DEB53AEF845CC0769E1D15A4864940,42
7959,Stan Grad Centre,dance,11,13,"June 27, 2019",0103000020E61000000100000005000000A82C5448C3855CC0FA8B8F053B884940A82C5448C3855CC0BA1050864F8849409188DF03AA855CC0BA1050864F8849409188DF03AA855CC0FA8B8F053B884940A82C5448C3855CC0FA8B8F053B884940,58
8746,Rouleau South,arts,9,11,"June 22, 2019",0103000020E6100000010000000500000040D01B3831845CC098D3AFBECB83494040D01B3831845CC029A380A3D383494050B05AF429845CC029A380A3D383494050B05AF429845CC098D3AFBECB83494040D01B3831845CC098D3AFBECB834940,53
9350,Edelweiss Village,dance,8,10,"June 20, 2019",0103000020E6100000010000000500000073F1B73DC1865CC0CD5A0A48FB88494073F1B73DC1865CC0995C31C8028949403A19C16BBC865CC0995C31C8028949403A19C16BBC865CC0CD5A0A48FB88494073F1B73DC1865CC0CD5A0A48FB884940,51
9358,The Pint,arts,8,10,"June 29, 2019",0103000020E6100000010000000500000089731E5F0C865CC066BCADF4DA84494089731E5F0C865CC063145F48E2844940BA032B3D09865CC063145F48E2844940BA032B3D09865CC066BCADF4DA84494089731E5F0C865CC066BCADF4DA844940,60
10033,Windsor Park Emergency Repsonse Station (Fire Station 11),social,16,18,"June 18, 2019",0103000020E6100000010000000500000033F389E18F845CC05F2BFC749780494033F389E18F845CC010858549A780494037F7FCD588845CC010858549A780494037F7FCD588845CC05F2BFC749780494033F389E18F845CC05F2BFC7497804940,49
11715,The Guardian North,arts,13,15,"June 19, 2019",0103000020E61000000100000005000000C850042791835CC09ECA0E9656854940C850042791835CC0A40689A3618549405616E01687835CC0A40689A3618549405616E01687835CC09ECA0E9656854940C850042791835CC09ECA0E9656854940,50
11716,Eighth Avenue Place East,arts,11,13,"June 15, 2019",0103000020E61000000100000005000000E7673403A6845CC0F0F55A75C2854940E7673403A6845CC0FE1D9B2ED58549409E78735D9D845CC0FE1D9B2ED58549409E78735D9D845CC0F0F55A75C2854940E7673403A6845CC0F0F55A75C2854940,46
11806,Southridge Place Apartments,arts,14,16,"June 32, 2019",0103000020E61000000100000005000000FF5FD09DBB845CC08D7E349C32804940FF5FD09DBB845CC02573D1353880494099FB3FE2B2845CC02573D1353880494099FB3FE2B2845CC08D7E349C32804940FF5FD09DBB845CC08D7E349C32804940,63
11810,Meadowlark Park Community Hall,beliefs,18,20,"June 24, 2019",0103000020E61000000100000005000000DE077B6EFC845CC092E7FA3E1C804940DE077B6EFC845CC07B0ACA7E27804940338573B2F9845CC07B0ACA7E27804940338573B2F9845CC092E7FA3E1C804940DE077B6EFC845CC092E7FA3E1C804940,55
11923,Mount Royal Lodge,beliefs,11,13,"June 29, 2019",0103000020E61000000100000005000000B9CC446C0B865CC0268458479F844940B9CC446C0B865CC00CC050D1A284494015191D9004865CC00CC050D1A284494015191D9004865CC0268458479F844940B9CC446C0B865CC0268458479F844940,60
11975,Clairmont Apartments,beliefs,12,14,"June 16, 2019",0103000020E610000001000000050000002788BA0FC0855CC0A9D08AB9B58449402788BA0FC0855CC0FB4CAC42B98449407C98BD6CBB855CC0FB4CAC42B98449407C98BD6CBB855CC0A9D08AB9B58449402788BA0FC0855CC0A9D08AB9B5844940,47
12016,Katriina,social,18,20,"June 29, 2019",0103000020E610000001000000050000006417563B54855CC00DC68844A18449406417563B54855CC088D5C4A7A5844940E9D907B44F855CC088D5C4A7A5844940E9D907B44F855CC00DC68844A18449406417563B54855CC00DC68844A1844940,60
12104,Highland Park Community Centre,dance,18,20,"June 22, 2019",0103000020E610000001000000050000005CF7A0B140845CC071395E81E88A49405CF7A0B140845CC0A348ADE6EF8A4940E21E4B1F3A845CC0A348ADE6EF8A4940E21E4B1F3A845CC071395E81E88A49405CF7A0B140845CC071395E81E88A4940,53
12147,Ribtor East,arts,8,10,"June 20, 2019",0103000020E610000001000000050000003EE367C89D835CC0D6FB32BD698549403EE367C89D835CC0B8BDEEBE748549401321BFC895835CC0B8BDEEBE748549401321BFC895835CC0D6FB32BD698549403EE367C89D835CC0D6FB32BD69854940,51
12246,FGL Sports IT Building,beliefs,15,17,"June 18, 2019",0103000020E61000000100000005000000924149DC3E835CC072AA10EA7D8B4940924149DC3E835CC04A57FA1A938B4940AD8FE2772E835CC04A57FA1A938B4940AD8FE2772E835CC072AA10EA7D8B4940924149DC3E835CC072AA10EA7D8B4940,49
12644,Marda Loop Centre,beliefs,14,16,"June 29, 2019",0103000020E61000000100000005000000E77E98CE18875CC0161406651A834940E77E98CE18875CC0EA20544E20834940631525D703875CC0EA20544E20834940631525D703875CC0161406651A834940E77E98CE18875CC0161406651A834940,60
12645,The Odeon,beliefs,16,18,"June 14, 2019",0103000020E610000001000000050000002A543717FF865CC09C4C8171158349402A543717FF865CC0F0CF566F1E8349404D38AA89F4865CC0F0CF566F1E8349404D38AA89F4865CC09C4C8171158349402A543717FF865CC09C4C817115834940,45
12832,Calgary Stampede Park & Facility Services,social,11,13,"June 28, 2019",0103000020E610000001000000050000005743E21ECB825CC0A91B83A9C18349405743E21ECB825CC0C7C7DDD6CC83494079DC01E8C1825CC0C7C7DDD6CC83494079DC01E8C1825CC0A91B83A9C18349405743E21ECB825CC0A91B83A9C1834940,59
12779,Alberta Garment,dance,15,17,"June 18, 2019",0103000020E610000001000000050000002FF834272F835CC091FB0C5EAA8B49402FF834272F835CC0BAED8C00B88B4940C9BE750F1A835CC0BAED8C00B88B4940C9BE750F1A835CC091FB0C5EAA8B49402FF834272F835CC091FB0C5EAA8B4940,49
12923,Rundle Academy Elementary,dance,18,20,"June 11, 2019",0103000020E6100000010000000500000019879FA465865CC01574D602D681494019879FA465865CC0F579D67FE7814940D894D00259865CC0F579D67FE7814940D894D00259865CC01574D602D681494019879FA465865CC01574D602D6814940,42
12931,Inner City Brewing,social,18,20,"June 28, 2019",0103000020E61000000100000005000000BA6B09F920855CC054A5D2F47E854940BA6B09F920855CC06CF019E48985494004EB93371B855CC06CF019E48985494004EB93371B855CC054A5D2F47E854940BA6B09F920855CC054A5D2F47E854940,59
12951,W.R. Castell Building,beliefs,17,19,"June 22, 2019",0103000020E61000000100000005000000090D0E40B4835CC0318793EAF1854940090D0E40B4835CC0D1144BDB0986494084301235AC835CC0D1144BDB0986494084301235AC835CC0318793EAF1854940090D0E40B4835CC0318793EAF1854940,53
12975,The Continental - West Tower,arts,13,15,"June 26, 2019",0103000020E61000000100000005000000556EFD4F59855CC0AA3EA1E8CB854940556EFD4F59855CC06EB99FF8D68549406448049953855CC06EB99FF8D68549406448049953855CC0AA3EA1E8CB854940556EFD4F59855CC0AA3EA1E8CB854940,57
12996,Calgary Central Library,dance,18,20,"June 26, 2019",0103000020E6100000010000000500000095B146E28A835CC04CDD3AA4BD85494095B146E28A835CC00CE47E2CE9854940E3AA0DA97D835CC00CE47E2CE9854940E3AA0DA97D835CC04CDD3AA4BD85494095B146E28A835CC04CDD3AA4BD854940,57
12991,Redag Centre,social,17,19,"June 16, 2019",0103000020E61000000100000005000000257BDF5314845CC07FA31D37FC814940257BDF5314845CC0BB26A435068249402C83C53C06845CC0BB26A435068249402C83C53C06845CC07FA31D37FC814940257BDF5314845CC07FA31D37FC814940,47
13074,Merchants Bank Building,arts,13,15,"June 32, 2019",0103000020E6100000010000000500000085BAA35A1F845CC01C06F357C885494085BAA35A1F845CC03B9EE0ACD2854940628ED4311D845CC03B9EE0ACD2854940628ED4311D845CC01C06F357C885494085BAA35A1F845CC01C06F357C8854940,63
13157,Alura,arts,14,16,"June 31, 2019",0103000020E61000000100000005000000EB22E06BE3835CC057563FDB0F854940EB22E06BE3835CC01157CEDE1985494048895DDBDB835CC01157CEDE1985494048895DDBDB835CC057563FDB0F854940EB22E06BE3835CC057563FDB0F854940,62
13322,Venini Building,arts,18,20,"June 16, 2019",0103000020E61000000100000005000000856E409564845CC0125CF635DC854940856E409564845CC08F801B73E88549409F32480B61845CC08F801B73E88549409F32480B61845CC0125CF635DC854940856E409564845CC0125CF635DC854940,47
13324,River Run Group1,social,9,11,"June 26, 2019",0103000020E61000000100000005000000C027316365845CC044BEF0EFD8864940C027316365845CC053FD9474DE8649407D96E7C15D845CC053FD9474DE8649407D96E7C15D845CC044BEF0EFD8864940C027316365845CC044BEF0EFD8864940,57
13334,Eau Claire Estates C,beliefs,17,19,"June 21, 2019",0103000020E61000000100000005000000683AE05FA9845CC0E659492BBE864940683AE05FA9845CC0713ED065C58649401104238AA4845CC0713ED065C58649401104238AA4845CC0E659492BBE864940683AE05FA9845CC0E659492BBE864940,52
13374,Haultain House,arts,14,16,"June 26, 2019",0103000020E6100000010000000500000005CD9D4F53845CC0843584190985494005CD9D4F53845CC046A9CEB40E854940839B317150845CC046A9CEB40E854940839B317150845CC0843584190985494005CD9D4F53845CC08435841909854940,57
13400,Trump Garden,beliefs,12,14,"June 14, 2019",0103000020E610000001000000050000003959B44A7A845CC0EAB87592088549403959B44A7A845CC0AA20504711854940C9C3E7F376845CC0AA20504711854940C9C3E7F376845CC0EAB87592088549403959B44A7A845CC0EAB8759208854940,45
13420,The Park,dance,13,15,"June 16, 2019",0103000020E610000001000000050000003F19E3C36C845CC031E7BE41208549403F19E3C36C845CC0CAFE791A308549400399F8FE61845CC0CAFE791A308549400399F8FE61845CC031E7BE41208549403F19E3C36C845CC031E7BE4120854940,47
13436,Balmoral Manor,arts,13,15,"June 11, 2019",0103000020E61000000100000005000000BBF8911106845CC085A059C812854940BBF8911106845CC0F71CFDD41D854940C6AB0727FD835CC0F71CFDD41D854940C6AB0727FD835CC085A059C812854940BBF8911106845CC085A059C812854940,42
13464,Land of Lemurs,beliefs,17,19,"June 19, 2019",0103000020E610000001000000050000005C165D28AA815CC0AF25E4839E8549405C165D28AA815CC081FEE7D5A58549405DC6A8C6A6815CC081FEE7D5A58549405DC6A8C6A6815CC0AF25E4839E8549405C165D28AA815CC0AF25E4839E854940,50
13533,Exūd,beliefs,16,18,"June 23, 2019",0103000020E6100000010000000500000008399446F1845CC019A9F7544E85494008399446F1845CC0B1DF13EB548549409995928AEB845CC0B1DF13EB548549409995928AEB845CC019A9F7544E85494008399446F1845CC019A9F7544E854940,54
13552,Dr. Carl Safran Centre,arts,9,11,"June 23, 2019",0103000020E61000000100000005000000668286A350855CC07590D78349854940668286A350855CC034EC415255854940B16609D748855CC034EC415255854940B16609D748855CC07590D78349854940668286A350855CC07590D78349854940,54
13556,Plâce Cam-Hélène,beliefs,16,18,"June 15, 2019",0103000020E610000001000000050000009BBF531223855CC04E12A683508549409BBF531223855CC0F73DEAAF578549404B7DB4931C855CC0F73DEAAF578549404B7DB4931C855CC04E12A683508549409BBF531223855CC04E12A68350854940,46
13619,Full Gospel Church,arts,18,20,"June 11, 2019",0103000020E61000000100000005000000733678BA4E855CC00260E1C913854940733678BA4E855CC0F0CF566F1E854940724408D943855CC0F0CF566F1E854940724408D943855CC00260E1C913854940733678BA4E855CC00260E1C913854940,42
13538,Centro 733,dance,9,11,"June 29, 2019",0103000020E6100000010000000500000007FAFA100A855CC06DCE1CED1385494007FAFA100A855CC0F9A46EC21885494017C6CCF401855CC0F9A46EC21885494017C6CCF401855CC06DCE1CED1385494007FAFA100A855CC06DCE1CED13854940,60
13683,Nova,beliefs,10,12,"June 30, 2019",0103000020E610000001000000050000006717C2209F855CC0DCBEA2B6688549406717C2209F855CC048F4D7D072854940E23AC61597855CC048F4D7D072854940E23AC61597855CC0DCBEA2B6688549406717C2209F855CC0DCBEA2B668854940,61
13775,Premier Place private parking,dance,16,18,"June 28, 2019",0103000020E61000000100000005000000F94B8BFAA4855CC0F83999130F854940F94B8BFAA4855CC0A70EA8ED158549403879DB9692855CC0A70EA8ED158549403879DB9692855CC0F83999130F854940F94B8BFAA4855CC0F83999130F854940,59
13880,Terra del Sol,arts,12,14,"June 29, 2019",0103000020E61000000100000005000000C13E952ED8855CC03489D57A1A854940C13E952ED8855CC082A55FC724854940B8A8BB57D2855CC082A55FC724854940B8A8BB57D2855CC03489D57A1A854940C13E952ED8855CC03489D57A1A854940,60
13788,Manor House,beliefs,8,10,"June 15, 2019",0103000020E610000001000000050000009542C5DDC5855CC01DD83BED3A8549409542C5DDC5855CC0CCA6125443854940D3E58354C0855CC0CCA6125443854940D3E58354C0855CC01DD83BED3A8549409542C5DDC5855CC01DD83BED3A854940,46
